epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,loss,lr,mean_io_u,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_mean_io_u,val_precision,val_sensitivity,val_specificity
16,0.9916039109230042,0.5283833146095276,0.6593727469444275,0.576528787612915,0.430045485496521,0.023257194086909294,0.001,0.7851440906524658,0.9932649731636047,0.9892085194587708,0.997704803943634,0.9900187849998474,0.5051138401031494,0.6585128903388977,0.3692913055419922,0.38241398334503174,0.036707960069179535,0.7819595336914062,0.9905641674995422,0.9888538718223572,0.9968369007110596
17,0.9923989176750183,0.553615927696228,0.6936540007591248,0.6044376492500305,0.48257994651794434,0.020953254774212837,0.00020000001,0.768928587436676,0.993625283241272,0.9903017282485962,0.9978286623954773,0.9914087653160095,0.5519348978996277,0.6697968244552612,0.6521802544593811,0.4401019215583801,0.02827131189405918,0.7903686165809631,0.9930733442306519,0.9890694618225098,0.9976433515548706
18,0.9926132559776306,0.5665791034698486,0.7064270973205566,0.6195607781410217,0.4961376190185547,0.020151060074567795,0.00020000001,0.789833128452301,0.9937534928321838,0.9906442761421204,0.9978750348091125,0.9915939569473267,0.5608224272727966,0.6898771524429321,0.6306423544883728,0.44502535462379456,0.027809888124465942,0.8067598938941956,0.9927355051040649,0.9897006154060364,0.9975375533103943
19,0.9928433895111084,0.5738602876663208,0.715107262134552,0.6303604245185852,0.5124691724777222,0.019539199769496918,0.00020000001,0.7922464609146118,0.9938411712646484,0.9909312725067139,0.9979057312011719,0.9915633201599121,0.5624841451644897,0.6812546849250793,0.6530782580375671,0.4632006585597992,0.02724646031856537,0.8124121427536011,0.9931219816207886,0.9893285632133484,0.9976573586463928
20,0.9929783940315247,0.5806748270988464,0.720665693283081,0.6378722786903381,0.5175139307975769,0.01920570433139801,0.00020000001,0.7981436252593994,0.993937075138092,0.9911126494407654,0.9979376196861267,0.9915038347244263,0.5630304217338562,0.6939164996147156,0.590893030166626,0.47278928756713867,0.028325198218226433,0.8022071123123169,0.9923054575920105,0.9898947477340698,0.9973974227905273
21,0.9929654598236084,0.5810300707817078,0.7189661264419556,0.6328131556510925,0.5301749110221863,0.019149651750922203,0.00020000001,0.8047720193862915,0.9939136505126953,0.9911125302314758,0.997930645942688,0.9916394948959351,0.5676552653312683,0.7070196866989136,0.6368622183799744,0.44454774260520935,0.02694140374660492,0.7995027303695679,0.9924643039703369,0.9900056719779968,0.9974523186683655
22,0.9930218458175659,0.5848162770271301,0.7254570722579956,0.6372116804122925,0.5313752889633179,0.018893517553806305,0.00020000001,0.8091251254081726,0.993903636932373,0.9912090301513672,0.9979256987571716,0.9916314482688904,0.56940096616745,0.6869081258773804,0.6678691506385803,0.49297094345092773,0.026973282918334007,0.7901166677474976,0.9930055737495422,0.9894487261772156,0.9976192116737366
23,0.9932255744934082,0.5876757502555847,0.7283356189727783,0.6387642621994019,0.5382125377655029,0.018511297181248665,0.00020000001,0.8092267513275146,0.9940842390060425,0.9914168119430542,0.9979857206344604,0.9918568134307861,0.5766760110855103,0.6965371370315552,0.6494935750961304,0.48323124647140503,0.028488313779234886,0.8337206840515137,0.9927366971969604,0.9901127219200134,0.9975407719612122
24,0.9936116337776184,0.5990457534790039,0.7461252212524414,0.6548539996147156,0.560703456401825,0.017538702115416527,4.0000003e-05,0.8179818391799927,0.9943704009056091,0.9918086528778076,0.9980830550193787,0.9919763803482056,0.5828653573989868,0.7054709196090698,0.6479025483131409,0.492198646068573,0.02703508362174034,0.8257592916488647,0.992793619632721,0.9903154969215393,0.9975597262382507
25,0.9936871528625488,0.6044111251831055,0.7500638365745544,0.6547531485557556,0.568869411945343,0.017269695177674294,4.0000003e-05,0.8175072073936462,0.9943616390228271,0.9919730424880981,0.9980833530426025,0.9919872879981995,0.5842121243476868,0.7079914212226868,0.6449828743934631,0.49439430236816406,0.026944627985358238,0.8247474431991577,0.9927578568458557,0.9903709888458252,0.9975495338439941
26,0.9937945008277893,0.6068152189254761,0.7555755376815796,0.6548495888710022,0.5710285305976868,0.01698622852563858,8.000001e-06,0.8181484937667847,0.994409441947937,0.9921225905418396,0.9980998039245605,0.9920650720596313,0.5857546925544739,0.7072382569313049,0.6581296324729919,0.5039418935775757,0.026546211913228035,0.8242367506027222,0.9929276704788208,0.9903250932693481,0.9976035356521606
27,0.993800699710846,0.6074187755584717,0.7537356615066528,0.6600353121757507,0.5738911032676697,0.016951406374573708,8.000001e-06,0.8197857141494751,0.9944680333137512,0.9920773506164551,0.9981182217597961,0.9920576214790344,0.5863874554634094,0.7080795168876648,0.6560984253883362,0.5020727515220642,0.026618944481015205,0.8249630928039551,0.9928857684135437,0.9903585314750671,0.9975905418395996
28,0.9938053488731384,0.6085132360458374,0.7555728554725647,0.658117413520813,0.5742374658584595,0.016927378252148628,8.000001e-06,0.8193856477737427,0.9944402575492859,0.9921187162399292,0.9981101751327515,0.9920663237571716,0.5869582295417786,0.7083277702331543,0.6587793827056885,0.5056204795837402,0.02649763412773609,0.8241331577301025,0.9929133057594299,0.990338921546936,0.9975998401641846
29,0.9938352108001709,0.6087393760681152,0.7553920745849609,0.6614691615104675,0.5770508646965027,0.016857102513313293,1.6000001e-06,0.8193697929382324,0.9945010542869568,0.9921095967292786,0.9981288909912109,0.9920650124549866,0.5872014164924622,0.7082250118255615,0.6576099991798401,0.5048751831054688,0.026569804176688194,0.8249914646148682,0.9928949475288391,0.9903593063354492,0.9975943565368652
30,0.9938395619392395,0.6092193126678467,0.7558491826057434,0.6604585647583008,0.5768587589263916,0.01684911921620369,1.6000001e-06,0.8200969696044922,0.9944862723350525,0.9921351671218872,0.9981248378753662,0.9920654892921448,0.5874015092849731,0.7085376977920532,0.6569816470146179,0.5048685669898987,0.026576321572065353,0.8249971270561218,0.9928850531578064,0.9903688430786133,0.997591495513916
31,0.9938400983810425,0.6093981266021729,0.7559952735900879,0.6604670286178589,0.5769145488739014,0.016839783638715744,1e-06,0.8200646638870239,0.994484007358551,0.9921405911445618,0.9981244802474976,0.9920655488967896,0.5874482989311218,0.7083425521850586,0.6569837927818298,0.504863977432251,0.02659010887145996,0.8251798748970032,0.992885172367096,0.9903705716133118,0.9975908398628235
32,0.9938420653343201,0.6094880700111389,0.7562885284423828,0.6600275039672852,0.5769550800323486,0.016831252723932266,1e-06,0.819995105266571,0.994482696056366,0.9921473860740662,0.9981234669685364,0.9920653700828552,0.5876234173774719,0.7088267207145691,0.6564469933509827,0.5047895312309265,0.026588987559080124,0.8251223564147949,0.992875874042511,0.9903795123100281,0.9975882768630981
33,0.993845522403717,0.6095642447471619,0.7565394639968872,0.660516619682312,0.5768947005271912,0.01682698354125023,1e-06,0.8197383880615234,0.9944830536842346,0.9921506643295288,0.9981240630149841,0.9920641779899597,0.5876379609107971,0.7086842060089111,0.6564817428588867,0.5045352578163147,0.02660432830452919,0.8253417015075684,0.9928748607635498,0.9903806447982788,0.9975875616073608
34,0.993847131729126,0.6097187995910645,0.7564210295677185,0.6606314182281494,0.5773406028747559,0.01682375557720661,1e-06,0.8199710845947266,0.9944836497306824,0.9921518564224243,0.9981244802474976,0.9920647740364075,0.587715744972229,0.708620548248291,0.6564579010009766,0.5047301054000854,0.026607494801282883,0.8254094123840332,0.9928744435310364,0.9903826117515564,0.9975876808166504
